mal_id,title_english,title_japanese,synonyms,media_type,status,num_episodes,start_date,mean,rank,popularity,num_scoring_users,members,source,rating,studios,genres,themes,synopsis
62066,Monster Strike: Deadverse Reloaded,モンスターストライク デッドバースリローデッド,N/A,tv,finished_airing,10,2025-10-21,5.84,11674,9284,469,5393,game,pg_13,Yumeta Company,Action|Fantasy|Isekai,Isekai,"Rinne is a girl who cannot see other people's faces. Born into a family whose job it is to exorcise supernatural beings, she sets out on her first mission, but encounters an enemy far more bizarre than she expected. She finds herself in danger.

After being rescued by a mysterious man named Jugemu, Rinne learns that all worlds, including the one she lives in, known as ""Strike Worlds,"" are under threat. As she travels with Jugemu through a number of worlds that are coming to an end, she forms bonds with him...

(Source: Official Site)"
34420,Isekai Izakaya: Japanese Food From Another World,異世界居酒屋～古都アイテーリアの居酒屋のぶ～,N/A,ona,finished_airing,24,2018-04-13,7.5,2179,3519,19689,51509,light_novel,pg_13,Sunrise,Adult Cast|Gourmet|Isekai|Workplace,Isekai,"Experienced head chef Nobuyuki Yazawa and friendly waitress Shinobu Senke run a traditional Japanese izakaya called Nobu—a bar known for serving a tasty array of food and drink. Welcoming any and all customers, the pair strive to showcase Nobu's exclusive menu and provide the best possible experience.

However, despite its ordinary appearance, the establishment opens to the heart of Aitheria, a city from a parallel universe. As news of the restaurant's exquisite dishes spreads throughout the lands, Aitherian citizens from various social backgrounds travel to Nobu in search of new and delicious cuisine, bringing with them an empty stomach and riveting stories to tell.

[Written by MAL Rewrite]
"
48760,Skeleton Knight in Another World,骸骨騎士様、只今異世界へお出掛け中,Skeleton Knight going out to the parallel universe,tv,finished_airing,12,2022-04-07,7.13,4154,733,188816,372617,light_novel,r,Studio KAI|HORNETS,Action|Adventure|Fantasy|Isekai,Isekai,"After falling asleep while playing an online game, a man wakes up and finds himself transported to that game's world as his in-game character, Arc. He wastes no time adjusting to his new environment, but soon realizes that he is using the skeleton avatar he chose when creating his character, which forces him to hide his visage to avoid unwanted attention.

Arc goes to the nearby castle town of Luvierte, hoping to become an adventurer and take on quests to earn money. With his overpowered abilities, Arc embarks on a fantastical journey—exploring diverse territories, looting various monsters, and helping people get out of sticky situations. However, his seemingly innocuous actions may soon involve him in a brewing large-scale conflict that will forever alter the fate of the realm.

[Written by MAL Rewrite]"
48761,The Faraway Paladin,最果てのパラディン,Paladin of the End|Ultimate Paladin,tv,finished_airing,12,2021-10-09,6.89,5475,772,162801,353838,light_novel,pg_13,Children's Playground Entertainment,Action|Adventure|Fantasy|Isekai|Reincarnation,Isekai|Reincarnation,"Born into a new world after a life of stagnancy, Will awakens to the faces of a skeleton, a ghost, and a mummy. Living in the ruins of a city long fallen, the three raise Will as their own. The skeleton— Blood—teaches him to fight; the ghost—Gus—teaches him magic; and the mummy—Mary—teaches him religion and responsibility. Most importantly, they all teach him love.      

As Will grows up and learns about the world he was born into, he prepares for the day when he must finally set out on his own. For Will, this journey includes a lifelong promise. At their coming-of-age, every adult is required to swear an oath to the god of their choice, with the strength of the pledge affecting the degree of their sworn god's blessing.

With his departure approaching, Will must prepare to accept the truth of his undead guardians and embark into a world that even they don't know the state of. Will discovers, however, that every oath must be fulfilled, one way or another.

[Written by MAL Rewrite]"
59001,How Dare You!?,成何体统,N/A,ona,finished_airing,24,2024-06-14,8,737,5874,12872,16894,web_novel,pg_13,Shengying Animation,Comedy|Historical|Isekai|Romance,Isekai,"Yu Wanyin is teleported into a novel about palace struggles. The female protagonist of the novel is also teleported into it. To reverse her fate as a villain, Yu Wanyin chooses to join forces with a tyrant, who also turns out to be a modern man teleported in. Yu Wanyin hopes for the three modern people to put aside the palace struggles and just play cards and eat hotpot together peacefully. However, the female protagonist believes she is the chosen one, and still chooses to go against Yu Wanyin and the male protagonist King Duan's team. Thus, Yu Wanyin has to carry out a series of actions in order to survive and help Xia dynasty prevent the drought crisis...

(Source: iQIYI EN)"
1657,Garzey's Wing,バイストン・ウェル物語 ガーゼィの翼,Tales of Byston Well,ova,finished_airing,3,1996-09-21,4.13,14841,5696,7141,18213,novel,pg_13,J.C.Staff,Action|Fantasy|Isekai,Isekai,"Christopher ""Chris"" Senshuu is an easygoing guy who keeps failing his college entrance exams well into his mid-twenties. His days are occupied with Kendo practice, visits to his family's shrine, and dreaming of his high school reunion. When his spirit is suddenly transported to the world of Byston Well, Chris becomes Garzey's Wing, a legendary holy warrior. The Metomeus tribe summoned him to help liberate them from slavery, but unfortunately, Chris has no knowledge on how to be a holy warrior, and moreover, only has an incredibly dull sword which he salvaged from a corpse.

To make matters more complicated, there is another Chris who is still in the normal world!  He cannot control the events in Byston Well, but is tied to the fate of the other Chris. The young man must struggle and adventure in a world of magical creatures and mysterious foreigners.

[Written by MAL Rewrite]"
32380,KonoSuba: God's Blessing on This Wonderful World! - God's Blessing on This Wonderful Choker!,この素晴らしい世界に祝福を！ 第11話 この素晴らしいチヨーカーに祝福を！,KonoSuba OVA|A Blessing to this Wonderful Choker!,ova,finished_airing,1,2016-06-24,7.83,1076,598,283203,443355,light_novel,pg_13,Studio Deen,Comedy|Fantasy|Isekai|Parody,Isekai,"While exploring Wiz's magic shop with his party, Kazuma Satou finds a magical wish-granting choker and decides to try it on. Only then does Wiz tell him that the choker strangles its wearer to death in four days unless their desires are fulfilled. This wouldn't be a problem if Kazuma knew what his wish was. Fearing for Kazuma's life, Aqua, Megumin, and Lalatina Ford ""Darkness"" Dustiness all agree to do his bidding in order to satisfy his desires and hopefully grant his wish, no matter what he asks for.

[Written by MAL Rewrite]"
34428,Overlord: The Dark Hero,【後編】劇場版総集編 オーバーロード 漆黒の英雄,Gekijouban Overlord 2,movie,finished_airing,1,2017-03-11,7.7,1426,2443,33626,96108,light_novel,r,Madhouse,Action|Adventure|Fantasy|Isekai,Isekai,Second Overlord recap film.
39551,That Time I Got Reincarnated as a Slime Season 2,転生したらスライムだった件,Tensura 2,tv,finished_airing,12,2021-01-12,8.34,287,163,643949,1106971,manga,pg_13,8bit,Action|Comedy|Fantasy|Isekai|Reincarnation|Shounen,Isekai|Reincarnation,"Taking a break from his time as a teacher, the powerful slime Rimuru Tempest returns to his kingdom, eponymously named Tempest, just in time to begin negotiations with a nearby nation—the Kingdom of Eurazania. While the negotiations are anything but peaceful, they do end successfully, allowing Rimuru to return and finish teaching. When trying to again return to Tempest, this time permanently, Rimuru is stopped by a mysterious figure who is somehow able to constrain the many magical abilities he has at his disposal. 

In Tempest, the situation is even worse. A group of unknown humans has invaded the land and are assaulting its citizens, both influential and innocent. They are not just trying to bring harm either—they have the intent to kill. Can Rimuru overcome his powerful and dangerous foe and return to Tempest before it is too late?  

[Written by MAL Rewrite]"
3712,The Familiar of Zero: Rondo of Princesses,ゼロの使い魔 ～三美姫（プリンセッセ）の輪舞（ロンド）～,Zero no Tsukaima: Princess no Rondo|Rondo of the Princesses|Zero's Familiar 3rd Series|Zero no Tsukaima S3,tv,finished_airing,12,2008-07-07,7.31,3095,557,282117,468348,light_novel,pg_13,J.C.Staff,Action|Adventure|Comedy|Ecchi|Fantasy|Harem|Isekai|Romance|School,Isekai,"Following his brave sacrifice in the war against Albion, Saito Hiraga is knighted and treated as an aristocrat, something that proves difficult for Louise Françoise Le Blanc de La Vallière. With their relationship no longer defined as the mighty Void mage and clueless familiar, she wonders what exactly this means for them.

While venturing to a castle, Louise is ambushed by a powerful mage named Sheffield. Battling alone, the young mage nearly faces defeat until Saito makes his appearance. The mystical and unknown nature of Void magic seems to be at work in the battle, and Louise begins to believe in the possibility of another Void user. Moreover, she realizes that Saito's magical rune is fading, and so a new adventure begins as they search for the elf who revived Saito in the past. The relationship between former master and servant faces a new challenge as they work to restore the runes and redefine the bond which holds them together.

[Written by MAL Rewrite]"
36480,Drifters,DRIFTERS,Drifters: Battle in a Brand-new World War|Drifters Second Season|Drifters 2nd Season,ova,finished_airing,2,2017-12-23,7.52,2072,2626,32059,85803,manga,r,Hoods Entertainment,Action|Adult Cast|Adventure|Comedy|Fantasy|Gore|Historical|Isekai|Military|Samurai|Seinen,Isekai,"Despite the Ends’ attack on Verlina being successfully repelled, the war has not yet ended. With the monster armies regrouping, the Black King tightens his grasp on the already conquered territory. New conflicts erupt all across Orte, as its remaining forces struggle to retain control over long-oppressed demi-human races.

While Ends grow more potent each day, Toyohisa Shimazu remains unconscious after heavy injuries suffered during the Battle of Verlina. Facing enemies on every side, humanity’s fate is still on a knife's edge.

[Written by MAL Rewrite]"
5764,The Familiar of Zero: Rondo of the Princesses OVA,ゼロの使い魔 ～三美姫（プリンセッセ）の輪舞（ロンド）～ 誘惑の砂浜,Zero no Tsukaima: Princess no Rondo OVA|Zero no Tsukaima: Princesses no Rondo Special|Zero no Tsukaima: Seductive Beach|Zero no Tsukaima: Episode 6.5,special,finished_airing,1,2008-12-25,7.22,3651,2419,52621,97603,light_novel,pg_13,J.C.Staff,Comedy|Ecchi|Fantasy|Harem|Isekai,Isekai,DVD beach episode of Zero no Tsukaima: Princesses no Rondo. Also known as episode #6.5.
647,Harukanaru Toki no Naka de: Ajisai Yumegatari,遙かなる時空の中で 〜紫陽花ゆめ語り〜,In a Distant Time OVA|Haruka Naru Toki no Naka de: Ajisai Yumegatari,ova,finished_airing,2,2002-03-27,6.22,9611,10173,1328,4140,visual_novel,pg_13,Zexcs,Adventure|Drama|Fantasy|Isekai|Reverse Harem|Romance,Isekai,"Whisked away to the land of Kyou, Akane learns that she is the Ryuujin no Miko, and meets the Hachiyou, her protectors. They must defeat Akuram, a demon who wants to destroy Kyou using the power of Azusa, a woman who has the power to absorb human energy. If Akane and the Hachiyou cannot defeat Akuram and bring peace to Kyou, Azusa'a power will destroy the humans.

(Source: ANN)"
40586,I've Been Killing Slimes for 300 Years and Maxed Out My Level,スライム倒して300年、知らないうちにレベルMAXになってました,Slime 300,tv,finished_airing,12,2021-04-10,6.89,5481,591,217462,447176,light_novel,pg_13,Revoroot,CGDCT|Comedy|Fantasy|Isekai,Isekai,"In role-playing games, slimes are usually the easiest monster to kill, and because of that, they yield few experience points. But what would happen if you live long enough to keep defeating them for 300 years?

After many years of being a corporate slave, Azusa Aizawa abruptly passes away due to severe exhaustion. Seemingly headed for the afterlife, she meets a goddess who bestows her with immortality alongside a peaceful life in another world. There, Azusa enjoys her days tending to her farm, protecting the nearby village, and killing about 25 slimes per day—a routine that continues for at least three centuries.

However, this rather monotonous cycle begins to change when Azusa suddenly finds out that she has reached level 99—the maximum possible level—from slimes alone. Despite desperately trying to hide this fact in fear of ending her slow life, rumors of her strength spread nevertheless. Soon enough, various people throughout the continent, like the dragon Laika and the elf Halkara, start to appear at her doorstep—some seeking a battle, others asking for her assistance. Meeting friends and acquaintances who soon become family, Azusa finds she can live a life far better with others than when she was alone.

[Written by MAL Rewrite]"
7818,Fairy King,妖精王,Youseiou,ova,finished_airing,1,1988-12-21,5.77,12042,11407,960,2880,manga,r+,Madhouse,Fantasy|Isekai|Shoujo,Isekai,"Jack has moved to Hokkaido to get treatment for an illness, but he's lonely and unhappy. One night a man on a horse rides through his window to help him. For a reason he doesn't understand, Jack instantly knows the man's name and feels they've met somewhere before. The man, Cu Chulainn, tells Jack to open the moonlight shadow window, which leads him to Nymphidia, the world of Midsummer Night's Dream, whose inhabitants are waiting for a new Fairy King

Based on a manga from 1978 by Ryoko Yamagishi. 

(Source: ANN)"
1681,Brave Story,ブレイブ・ストーリー,N/A,movie,finished_airing,1,2006-07-08,7.4,2599,3690,21399,47437,novel,g,Gonzo,Action|Adventure|Fantasy|Isekai,Isekai,"When 11-year-old Wataru's father leaves home and his mother is taken ill to the hospital, he decides to change his fate by traveling through the door shown to him by his friend Mitsuru. In a land of magic and monsters, Wataru must summon all his courage and embark on a journey with several comrades to meet the Goddess of Destiny and change this ""mistaken fate.""

(Source: ANN)"
5781,Tenchi Muyo! War on Geminar,異世界の聖機師物語,ISM|Isekai no Seikishi Monogatari,ova,finished_airing,13,2009-05-22,7.71,1386,1295,87809,215807,original,r+,AIC Spirits|BeSTACK,Comedy|Ecchi|Fantasy|Harem|Isekai|Mecha|School,Isekai,"Kenshi Masaki has been kidnapped and brought to the world of Geminar by a mysterious group. To get back home, he agrees to help them assassinate the newly crowned empress of the Shtrayu Empire, Lashara Aasu XXVIII, using a giant robot called a Sacred Mechanoid.
 
As her army fights them off, Lashara takes note of Kenshi's abilities and demands that her attacker be captured alive, only to find out that the pilot is male which is extremely rare on Geminar. Believing it to be a waste to kill him, she makes Kenshi her attendant.
 
As the empress' new servant, Kenshi is required to accompany Lashara to the Holy Land, an academy where Sacred Mechanoid pilots hone their skills. His arrival attracts attention, but Kenshi is unaware that something sinister is brewing within the academy and it could plunge the entire world into war.

[Written by MAL Rewrite]"
55957,The Most Heretical Last Boss Queen: From Villainess to Savior Mini Anime,悲劇の元凶となる最強外道ラスボス女王は民の為に尽くします。ミニ,N/A,ona,finished_airing,12,2023-07-09,5.94,11139,12855,433,1892,light_novel,pg_13,AQUA ARIS,Fantasy|Isekai|Josei|Villainess,Isekai,
41623,How Not to Summon a Demon Lord Ω,異世界魔王と召喚少女の奴隷魔術Ω,How Not to Summon a Demon Lord 2nd Season|Isekai Maou to Shoukan Shoujo no Dorei Majutsu 2nd Season|The Otherworldly Demon King and the Summoner Girls' Slave Magic 2nd Season|Isekai Maou to Shoukan Shoujo no Dorei Majutsu Omega,tv,finished_airing,10,2021-04-09,6.68,6793,561,211466,464302,light_novel,pg_13,Tezuka Productions|Okuruto Noboru,Action|Comedy|Ecchi|Fantasy|Harem|Isekai|Romance,Isekai,"The Demon King Diablo is back as... God? A fateful encounter with the High Priest Lumachina Weselia finds Diablo and his party accompanying this mysterious stranger on a journey to cleanse the Church of its corruption. Believed to be God by Lumachina, Diablo eventually decides to protect her on her initial quest to find the head paladin, the virtuous Batutta.

Diablo, Rem, Shera and Lumachina are joined by the grasswalker, Horn and the Magmatic Maid, Rose. Will Diablo fulfil Lumachina's wish? And can the Demon Lord from Another World truly play the role of God?"
51864,Sword Immortal Is Here,剑仙在此,N/A,ona,finished_airing,36,2022-05-21,6.27,9350,14658,292,1159,web_novel,pg_13,Xing Yi Kai Chen|Kuai Ying Hu Yu,Action|Comedy|Fantasy|Historical|Isekai|Martial Arts|School,Isekai|Martial Arts,"Lin Beichen, an otaku, got a mobile phone by coincidence, and the mobile phone took him into a world called Dongdong Zhenzhou. Here, he became the first son of Lin Jinnan, one of the top ten famous men in the North Sea Empire [Zhantianhou]. He was also a notorious black sheep, and was born with brain disease. When Hou Lin was defeated in the south during the war, his family was in decline, and Lin Beichen, who lost his backer, was stuck in school by various' enemies' and couldn't go out. In a critical moment, he was surprised to find that the mobile phone he brought with him turned out to be a plug-in artifact that could help him practise. Relying on this artifact, Lin Beichen opened his own way of hilarious counterattack.

(Source: iQIYI)"
53913,Reincarnated as a Sword Season 2,転生したら剣でした2,"I became the sword by transmigrating 2nd Season, TenKen 2",tv,not_yet_aired,0,2026-10,,,2701,1,82348,light_novel,pg_13,C2C,Action|Adventure|Fantasy|Isekai|Reincarnation,Isekai|Reincarnation,Second season of Tensei shitara Ken deshita.
49818,Lord of Mysteries,诡秘之主 小丑篇,Lord of Mysteries: Clown Arc|Lord of the Mysteries|LOTM,ona,finished_airing,13,2025-06-28,8.61,105,1390,72779,199724,web_novel,r,B.CMAY PICTURES,Action|Adult Cast|Fantasy|Isekai|Mystery|Suspense,Isekai,"In a Victorian world of steam, dreadnoughts, and occult horrors, Zhou Mingrui awakens as Klein Moretti. He walks a razor's edge between light and darkness, entangled with warring Churches. This is the legend of unlimited potential...and unspeakable danger.

(Source: Crunchyroll)"
38555,My Next Life as a Villainess: All Routes Lead to Doom!,乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…,Hamefura|I Reincarnated into an Otome Game as a Villainess With Only Destruction Flags…|Destruction Flag Otome,tv,finished_airing,12,2020-04-05,7.44,2431,504,273170,508657,light_novel,pg_13,SILVER LINK.,Comedy|Fantasy|Isekai|Reverse Harem|Romance|School|Shoujo|Villainess,Isekai,"Most people would prefer being the protagonist of a world full of adventure, be it in a game or in another world. But, unfortunately, a certain girl is not so lucky. Regaining the memories of her past life, she realizes that she was reborn in the world of Fortune Lover—one of the games she used to play.

Unfortunately, the character she was reincarnated into—Catarina Claes—is the game's main antagonist, who faces utter doom in every ending. Using her extensive knowledge of the game, she takes it upon herself to escape from the chains of this accursed destiny.

However, this will not be an easy feat, especially since she needs to be cautious as to not set off death flags that may speed up the impending doom she is trying to avoid. Even so, to make a change that will affect the lives of everyone around her, she strives—not as the heroine—but as the villainess.

[Written by MAL Rewrite]
"
63129,That Time I Got Reincarnated as a Slime Season 4 Part 2,転生したらスライムだった件 第4期,Tensura 4 Part 2,tv,not_yet_aired,0,N/A,,,4341,1,35032,manga,pg_13,N/A,Action|Comedy|Fantasy|Isekai|Reincarnation|Shounen,Isekai|Reincarnation,Second part of Tensei shitara Slime Datta Ken 4th Season.
62107,Genshin Impact: Song of the Welkin Moon Teaser - Moonlit Ballad of the Night,《原神》空月之歌PV——「月夜的叙事诗」,N/A,pv,finished_airing,1,2025-07-22,7.24,,14925,525,1085,game,pg_13,N/A,Fantasy|Isekai,Isekai,"Promotional video showcasing the Nod-Krai cast of characters in Genshin Impact.
"
61090,The Strongest Upgrade,最强升级,N/A,ona,finished_airing,40,2025-02-26,6.45,8270,18597,120,491,N/A,pg_13,Tang Kirin Culture,Action|Adventure|Fantasy|Historical|Isekai|Martial Arts,Isekai|Martial Arts,"Zhao Fang brought the game system to another world and found himself a useless young master with no martial arts skills, and only a maid by his side. Faced with difficulties, Zhao Fang felt that it was time to show himself. Zhao Fang, who has extensive game experience, successfully found the system BUG, ​​worked hard to level up, went through hardships, entered countless secret realms, and completed various tasks arranged by the system.

(Source: Tencent, Google translated)"
39587,Re:ZERO -Starting Life in Another World- Season 2,Re：ゼロから始める異世界生活 2,Re: Life in a different world from zero 2nd Season|ReZero 2nd Season|Re:Zero - Starting Life in Another World 2,tv,finished_airing,13,2020-07-08,8.32,306,126,752315,1273267,light_novel,r,White Fox,Drama|Fantasy|Isekai|Psychological|Suspense|Time Travel,Isekai,"A reunion that was supposed to spell the arrival of peaceful times is quickly shattered when Subaru Natsuki and Emilia return to Irlam village. Witnessing the devastation left behind by the calamities known as Sin Archbishops, Subaru sinks into the depths of despair as his ability to redo proves futile.

As the group makes their way to the Sanctuary in search of answers, Subaru has an unexpected encounter with the Witch of Greed—Echidna. Subjected to her untamed rhythm, he is forced to dive into the spirals of the past and future. At the same time, several mysterious threats set their sights on the Sanctuary, heralding a horrific fate for the hapless people trapped within.

Everlasting contracts, past sins, and unrequited love will clash and submerge into a river of blood in the second season of Re:Zero kara Hajimeru Isekai Seikatsu. Pushed to the brink of hopelessness, how long will Subaru's resolve to save his loved ones last?

[Written by MAL Rewrite]"
48804,Restaurant to Another World 2,異世界食堂 2,N/A,tv,finished_airing,12,2021-10-02,7.7,1419,2160,50830,115967,light_novel,pg_13,OLM,Fantasy|Gourmet|Isekai|Slice of Life|Workplace,Isekai,"The Western Restaurant Nekoya is adored by its local Japanese clientele. The eatery's continued success can be attributed to its tasty western and Japanese dishes, as well as its cheerful head chef, ""Master"" Tenshu. In Japan, the restaurant appears to be closed on Saturdays, but in actuality, it is the one day that Nekoya transcends to the Other World and opens its doors to guests seeking foreign cuisine. From castles to forests, the ""Restaurant to Another World""—as its patrons call it—travels far and wide. 

Nekoya's diverse and bizarre clientele can expect to be greeted by one of two devoted waitresses—the courteous demon waitress Aletta, or the enigmatic and elven Kuro. As customers, both old and new, pile into the establishment with stories of their respective lands, Master and his staff ensure that everyone is in for a scrumptious adventure of a lifetime.

[Written by MAL Rewrite]
"
63140,A Wild Last Boss Appeared! Season 2,野生のラスボスが現れた！,N/A,tv,not_yet_aired,0,N/A,,,7823,0,8251,light_novel,pg_13,WAO World,Action|Adventure|Fantasy|Isekai,Isekai,Second season of Yasei no Last Boss ga Arawareta!.
50854,Handyman Saitou in Another World,便利屋斎藤さん、異世界に行く,N/A,tv,finished_airing,12,2023-01-08,7.37,2732,1239,104055,225958,web_manga,r,C2C,Adventure|Comedy|Fantasy|Isekai,Isekai,"Despite being a handyman with a wide range of skills, Saitou is severely undervalued and underpaid. When he complains, his boss fires him, claiming that he is easily replaceable. As if his luck was not bad enough, Saitou soon finds himself about to be run over by a truck on his way home.

Surprisingly enough, Saitou does not die; instead, he is transported to another world. There, he meets a party composed of the female knight Raelza, the moonlight fairy Lafanpan, and the mage Morlock, who are all coincidentally looking to recruit a new member with a skill set like Saitou's.

Throughout their time together, Saitou uses his expertise to assist his fellow party members and soon comes to receive the recognition he never thought was possible. However, Saitou's presence may just be the catalyst that will connect a diverse cast of people from different places, slowly uncovering the fate that could bring a great change to this world.

[Written by MAL Rewrite]"
60071,A Gentle Noble's Vacation Recommendation,穏やか貴族の休暇のすすめ。,N/A,tv,finished_airing,12,2026-01-08,6.82,5887,4602,9612,30809,light_novel,pg_13,SynergySP,Fantasy|Isekai|Slice of Life,Isekai,"When Lizel mysteriously finds himself in a city that bears odd similarities to his own but clearly isn't, he quickly comes to terms with the unlikely truth: this is an entirely different world. Even so, laid-back Lizel isn't the type to panic. He immediately sets out to learn more about this strange place, and to help him do so, hires a seasoned adventurer named Gil as his tour guide and protector.

Until he's able to find a way home, Lizel figures this is a perfect opportunity to explore a new way of life adventuring as part of a guild. After all, he's sure he'll go home eventually... might as well enjoy the otherworldly vacation for now!

(Source: Tokyopop)"
47790,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,世界最高の暗殺者、異世界貴族に転生する,"The world's best assassin, To reincarnate in a different world aristocrat|Ansatsu Kizoku",tv,finished_airing,12,2021-10-06,7.31,3075,390,346220,632699,light_novel,pg_13,SILVER LINK.|Studio Palette,Action|Drama|Fantasy|Isekai|Mystery|Reincarnation|Romance,Isekai|Reincarnation,"The world's greatest assassin had sworn lifelong allegiance to the organization that raised him. However, despite his loyalty, that very same organization takes action to silence him, ultimately leading to his demise. Drowning in frustration and regrets he can no longer suppress, he finds himself in an audience with a goddess attracted by his exceptional skills. The goddess offers him reincarnation into a magnificent world of swords and magic so he can perform a crucial mission: prevent that world's destruction by slaying its hero.

Accepting the goddess' request, he is reborn as Lugh Tuatha Dé, the son of a noble family of assassins serving the Alvan Kingdom. Under the guidance of his father, Lugh learns new assassination techniques that significantly differ from the cold-blooded and unsympathetic killing style of his previous life. Furthermore, his other talents bloom, allowing him to meet new allies and acquaintances. Even so, Lugh knows that his efforts are far from adequate, because a monumental adversary such as the hero can only be defeated with perfection.

[Written by MAL Rewrite]"
47792,Everything for Demon King Evelogia,魔王イブロギアに身を捧げよ,Reincarnated into Demon King Evelogia's World,ona,finished_airing,9,2021-10-02,5.97,,5343,5021,21721,manga,r+,Studio Hokiboshi,Boys Love|Erotica|Fantasy|Isekai,Isekai,"Ever since he laid hands on his favorite game, Toshiaki Gozu has admired its loathsome main villain: the demon king Evelogia, detested by all yet a character accompanied by loneliness his entire life.

With his past crimes having caught up to him, Toshiaki is held hostage at gunpoint by a yakuza and is ultimately killed. Following his untimely end, he finds himself in a surprisingly familiar room—a setting of the game where Evelogia exists. Although the revelation delights him, disappointment creeps in as Toshiaki realizes that he is the character who is destined to assassinate the great demon king.

However, Toshiaki rejects his role and instead allies himself with Evelogia. Now with someone trustworthy by his side for the first time ever, Evelogia is emotional. But living regular lives proves to be challenging for both of them; Evelogia wields uncontrollable destructive power while Toshiaki grows dangerously obsessed with the antagonist.

[Written by MAL Rewrite]"
49842,My Next Life as a Villainess: All Routes Lead to Doom! Movie,乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…,Hamefura Movie|I Reincarnated into an Otome Game as a Villainess With Only Destruction Flags…|Destruction Flag Otome,movie,finished_airing,1,2023-12-08,7.2,3766,3674,6581,47788,light_novel,pg_13,SILVER LINK.,Comedy|Fantasy|Isekai|Reverse Harem|Romance|School|Shoujo|Villainess,Isekai,"After Catarina avoids her own death flag, she and her friends run into a mysterious young man traveling with a caravan. Who is this young man and what does he want?"
45753,That Time I Got Reincarnated as a Slime Season 2: Digression - Hinata Sakaguchi,転生したらスライムだった件 閑話: ヒナタ・サカグチ,That Time I got Reincarnated as a Slime Episode 24.9|Tensei shitara Slime Datta Ken Recap|Tensura Recap,tv_special,finished_airing,1,2021-01-05,6.81,5974,2893,35509,72914,manga,pg_13,8bit,Action|Adventure|Comedy|Fantasy|Isekai,Isekai,A summary of season one of Tensei shitara Slime Datta Ken with some extra content leading into season two.
62144,I Saved Myself with a Potion!: Life in Another World,ポーション、わが身を助ける,N/A,tv,finished_airing,12,2025-10-03,6.43,8383,5855,6141,17039,light_novel,pg_13,Imagica Infos|Imageworks Studio,Fantasy|Isekai,Isekai,"Kaede Yakumo, an ordinary 17-year-old high school girl, unexpectedly wakes up in another world with only her backpack alongside her. After aimlessly wandering around trying to understand her whereabouts, Kaede gives up and decides to look for anything useful in her belongings, which leads her to discover an unfamiliar book. Inside, the book lists recipes for producing potions using a simple command word, ""create,"" and a note telling her to think of this new experience as a game.

With a clear path laid out in front of her, Kaede vows to use the potions she crafts for her survival—and hopefully find the person who unfairly transported her to this world in order to return home.

[Written by MAL Rewrite]"
34497,Death March to the Parallel World Rhapsody,デスマーチからはじまる異世界狂想曲,N/A,tv,finished_airing,12,2018-01-11,6.43,8338,447,313239,556959,light_novel,pg_13,SILVER LINK.|Connect,Adventure|Fantasy|Harem|Isekai,Isekai,"Ichirou Suzuki, a programmer nearing his thirties, is drowning in work. Worn out, he eventually has a chance to catch up on sleep, only to wake up and discover himself in a fantasy RPG world, which is mashed together from the games he was debugging in reality. In this new place, he realizes that not only has his appearance changed to a younger version of himself, but his name has also changed to Satou, a nickname he used while running beta tests on games. 

However, before Satou can fully grasp his situation, an army of lizardmen launch an assault on him. Forced to cast a powerful spell in retaliation, Satou wipes them out completely and his level is boosted to 310, effectively maximizing his stats. Now, as a high-leveled adventurer armed with a plethora of skills and no way to return to reality, Satou sets out to explore this magical new world.

[Written by MAL Rewrite]
"
57025,Campfire Cooking in Another World with My Absurd Skill Season 2,とんでもスキルで異世界放浪メシ2,Regarding the Display of an Outrageous Skill Which Has Incredible Powers|Tonsuki,tv,finished_airing,12,2025-10-08,7.68,1493,1951,58370,132933,light_novel,pg_13,MAPPA,Adventure|Comedy|Fantasy|Gourmet|Isekai,Isekai,"After being summoned to another world, ordinary salaryman Tsuyoshi Mukouda has made a name for himself with his fabulous cooking. During his journey throughout different lands, he has even befriended the mythical wolf Fel and a slime named Sui. While enjoying a meal one day, the trio is interrupted by a tiny but rare pixie dragon who also wants a bite of their food. Like Fel and Sui, the dragon immediately falls in love with Mukouda's cooking and decides to become the man's familiar, receiving the name Dora-chan.

However, cooking is not Mukouda's only forte. His familiars' incredible strength constantly attracts the attention of guilds who ask for their help on different quests. In exchange, the guilds are able to process the game Mukouda and his familiars hunt, enabling their growing party to sample various kinds of monster meat. Continuing to travel around the world with his familiars, Mukouda always comes up with new mouth-watering recipes that will leave everyone hoping for a second serving.

[Written by MAL Rewrite]"
62146,Farming Life in Another World Season 2,異世界のんびり農家2,N/A,tv,currently_airing,12,2026-04-06,7.64,1600,3504,2680,51975,light_novel,pg_13,Zero-G,Fantasy|Isekai|Slice of Life,Isekai,Second season of Isekai Nonbiri Nouka.
